NY0001	spros brol don gsal chen po'i rgyud
NY0577	drag po sngags rgod de kho na nyid rgya sdebs rgyud kyi rgyal po
NY0578	dpal gshin rje drag sngags 'khor lo gsang ba 'debs kyi rgyud
NY0579	drag po sngags rgod dmod pa drag sngags gsang ba mchog gi spyi rgyud kyi rgyal po
NY0580	drag po sngags rgod de kho na nyis phyir bzlog pa'i sngags sdebs kyi rgyal po
NY0581	gsang sngags sngags lnga thams cad 'khrul 'khor rgya sdebs pa'i rgyud
NY0582	'phags pa 'jam dpal gyi las sna tshogs dngos grub rlung las byed 'khor lo'i rgyud
NY0583	'byung ba rlung nag 'khrugs pa
NY0584	rlung nag 'khrugs pa'i rgyud
NY0585	drag sngags gcod pa'i rgyud
NY0586	rnam gsum drag po gshin rje drag sngags gcod pa'i rgyud
NY0587	'jam dpal gshin rje gshed po yid bzhin nor bu'i rgyud
NY0588	'jam dpal gshin rje gshed po yid bzhin nor bu'i las sna tshogs bsgrub pa'i rgyud
NY0589	'jam dpal gshin rje gshed 'khrul 'khor nag po'i sngags rgyud
NY0590	gshin rje 'khrul 'khor nag po'i rgyud phyi ma yang snying
NY0591	dka' ba gcod pa yang snying gi rgyud phyi ma'i yang phyi ma
NY0592	dpal gnod sbyin zla gsang dmar po'i rgyud
NY0593	dpal rdo rje gnod sbyin dmar po mar khrag skyug gi rgyud kyi rgyal po
NY0594	gnod sbyin ging dmar po sgrol ba srin po'i rgyud
NY0595	rdo rje srin po'i rtsa ba'i rgyud
NY0596	'jam dpal gshin rje dmar po shan pa srog gi 'khor lo'i rgyud
NY0597	dpal gshin rje dmar po ma ra ya khrag skyug gsang ba'i rgyud
NY0598	'jam dpal dmar po'i sngags rgyud kyi rgyal po
NY0599	gnod sbyin mgar mkhan mchog gi rgyud
NY0600	gnod sbyin gar mkhan mchog gi rgyud
NY0601	'phags pa 'jam dpal gshin rje'i rgyal po ma ru tse'i thugs rgyud
NY0602	pad ma dbang chen dregs pa gsang chen gyi rgyud
NY0603	pad ma dbang chen dregs pa zil gnon gyi rgyud
NY0604	dpal rdo rje khro bo chen po rta mgrin zhes bya ba'i rgyud
NY0605	rta mgrin gyi rgyud phyi ma
NY0606	rta mgrin gsang rgyud
NY0607	de bzhin gshegs pa thams cad kyi gsang ba'i rtog pa'i rgyal po
NY0608	pad ma'i lha thams cad 'dus pa dpal rta mgrin gyi rgyud ngo mtshar rmad du byung ba
NY0609	khro bo khrag 'thung rol pa'i rgyud
NY0610	khrag 'thung rol ba'i rgyud
NY0611	khro bo dmar gser gsang ba'i rgyud
NY0612	dpal che ba'i che mchog rta mgrin gsang ba 'dus pa'i rgyud
NY0613	thugs rje chen po la phyag 'tshal lo
NY0614	thugs rje chen po lta ba yang thog gi ryud
NY0615	'phags pa spyan ras gzigs dbang phyug byang chub sems dpa' thugs rje chen po rang byung ye shes kyi rgyud
NY0616	thugs rje chen po spyan ras gzigs kyi bsgrub thabs bstan pa ye shes rang byung gi rgyud phyi ma
NY0617	'phags pa thugs rje chen po mgon po 'khor ba dong sprug gi rgyud
NY0618	thugs rje chen po pad ma rgyas pa'i rgyud
NY0619	thugs rje chen po thams cad kyi yang snying 'dus pa ye shes rig mchog gi gsang rgyud
NY0620	ye shes rngams log gi 'khor lo
NY0621	gshin rje shan pa dmar po las kyi rgyud
NY0622	sangs rgyas mnyam sbyor gyi rgyud
NY0623	thag ring du 'gro ba nam mkha'i mtha' dang mnyam pa'i rgyud
NY0624	de kho na nyid gsang ba'i rgyud
NY0625	dpal thugs rje chen po gsang ba'i rgyud
NY0626	btags pas grol ba'i man ngag
NY0627	rig pa gcer bur ston pas rgyud mchog
NY0628	rgyud kyi rgyal po khro bo rta mchog rol pa
NY0629	rgyud kyi rta mchog rol pa'i rgyud
NY0630	he ru ka 'dus rgyud kyi rgyud phyi ma
NY0631	'jig rten las 'das pa'i mdo zhes bya ba'i rgyud
NY0632	yang dag pa'i rgyud
NY0633	rdo rje gsang ba chen po las kyi rgyud
NY0634	rdo rje gsang ba las kyi rgyud
NY0635	lha mo gnas mkhar gyi rgyud
NY0636	lha mo gnas mkhar gyi le'u rdzogs
NY0637	rdo rje mkha' 'gro bram ze lcam dral gsang ba rgyud kyi rgyal po
NY0638	mkha' 'gro ma nor bu 'phreng ba phyi ma bshad pa'i rgyud
NY0639	mkha' 'gro ma rin po che phreng ba zhes bya ba'i rgyud
NY0640	mkha' 'gro dpa' bo dpa' mo pho thems kyi rgyud
NY0641	mkha' 'gro sde lnga las rgya mtsho'i rgyud
NY0642	mkha' 'gro ma las rgya mtsho phyi ma'i rgyud
NY0643	mkha' 'gro ma las sna tshogs kyi rgyud
NY0644	rdo rje stong gsal snying po gsang ba'i rgyud
NY0645	ye shes kyi mkha' 'gro ma rnams kyi thugs gsang ba'i thigs pa
NY0646	byang chub kyi sems rdo rje lta bu'i bsam gtan
NY0647	thams cad bdud rtsi lnga'i rang bzhin
NY0648	rdo rje gsang ba las kyi rgyud
NY0649	bdud rtsi 'khyil ba las kyi rgyud
NY0650	de bzhin gshegs pa thams cad kyi sku dang gsungs dang thugs gsang ba'i ye shes kyi snying po dpal bdud rtsi bde ba chen po zhes bya rgyud kyi rgyal po chen po
NY0651	rdo rje yang rdo rje bdud rtsi
NY0652	rdo rje phur pa'i rtsa ba
NY0653	rdo rje phur pa rtsa ba'i rgyud kyi dum bu
NY0654	rdo rje phur pa rtsa ba thugs kyi rgyud
NY0655	rdo rje 'bar ba'i rgyud phyi ma
NY0656	phur pa rdzogs pa'i don rim par phye ba
NY0657	rdo rje phur pa chen po gsod byed 'bar ba'i rgyud
NY0658	rdo rje khros p'ai rgyal po lcags kyi tsher ma nag po
NY0659	rdo rje phur pa'i thugs gsang ba sku'i rgyud
NY0660	rdo rje gsang ba thugs kyi rgyud
NY0661	rdo rje phur pa gsang ba'i snying po 'phrin las kyi rgyud
NY0662	rdo rje phur pa zhes bya ba'i rgyal po
NY0663	rdo rje gsang ba chen po gter gyi snying po
NY0664	rdo rje phur pa me lce 'phreng ba'i rgyud
NY0665	rdo rje phur pa lung gi kha bayng byang chub sems kyi mdo
NY0666	rdo rje 'jigs byed chen po'i rgyud kyi rgyal po gsang ba chen po
NY0667	phur pa gsang ba'i rgyud
NY0668	phur pa nag po gdung rtse gsum pa'i rgyud
NY0669	rdo rje phur pa shan pa spu gri'i rgyud kyi rgyal po
NY0670	byang chub sems kyi phur pa rdzogs pa chen po theg pa'i yang zhun rgyud kyi rgyal po chen po
NY0671	rdo rje phur pa chu 'khyags dbab pa'i rgyud chen po
NY0672	'khor lo nag po
NY0673	rdo rje phur pa phur gcig ma don gsang ba
NY0674	ma mo thams cad srid pa'i rgyud lung
NY0675	ma mo thugs gsang ba'i rgyud
NY0676	gyu'i spyang sngon mo'i rgyud
NY0677	dpal rdo rje nag mo ral pa spyi bcings gsang ba 'phrin la kyi rgyud
NY0678	ae ka tsa ti'i sngags rgyud
NY0679	ma mo srog las kyi rgyal bu
NY0680	rdo rje ka p'a la bhan dha gsang ba 'bar ba'i gzhal yas khang
NY0681	gnod sbyin ma mo re ma ti gcer bu bong zhon ma rtsa ba'i rgyud
NY0682	ma mo 'bum gyi mnga' bdag dpal lha mo nag mo re ma ti dbang mo mched bzhi'i srog rtsa mngon du dbyung ba'i rgyud
NY0683	'phags pa lha mo nag mo'i rgyud kyi rgyal po gsang ba
NY0684	gsang ba'i gter gyi rgyud
NY0685	ma mo'i zla gsang
NY0686	ae ka dza ti snying mthun gsang ba spu gri'i rgyud
NY0687	ae ka dza ti 'khor lo man ngag gi rgyud
NY0688	ae ka dza ti yang snying 'dus pa'i rgyud
NY0689	ae ka dza ti gsang ba yang snying 'dus pa'i rgyud
NY0690	srog thig nag po'i rgyud
NY0691	tsha ba yang gter gyi rgyud
NY0692	dpal tshogs thams cad kyi rje mo yongs su rol ba'i rgyud
NY0693	dpal dngos grub thams cad kyis bstan par gzigs pa'i rtsa rgyud chen po
NY0694	ma mo srid pa'i nam mkha' rin po che sngo dmar lnga'i tshon
NY0695	dpal lha mo nag mo shan pa'i rgyud
NY0696	ral gcig ma 'dus pa nag mo'i rgyud
NY0697	ral gcig nag mo'i sku gsung thugs yon tan 'phrin las lnga'i snying thun rgyud
NY0698	ae ka dza ti thugs kyi gsang ba sa ti nag po'i rgyud
NY0699	ae ka dza ti sgrol byed nag mo spu gri'i rgyud
NY0700	dpal lha mo spu gri so rgal gyi rgyud
NY0701	'phags pa lha mo ling tog sgong nga zhes bya ba'i rgyud
NY0702	dpal lha mo nag mo gser gyi sbram bu zhes bya ba'i rgyud
NY0703	'phags pa lha mo nag mo'i srog gi 'khor lo'i rgyud
NY0704	snying zor nag mo'i rgyud
NY0705	lha mo nag mo sku gcig ro ga nag mo'i rgyud
NY0706	nag mo re ma ta'i rgyud
NY0707	'phags pa mche ba 'khor lo zhes bya ba lha mo nag mo chen mo'i rgyud gyi rgyal po
NY0708	ral nag mtshon 'khrugs kyi rgyud
NY0709	dpal lha mo nag mo'i bstod pa'i rgyal po'i rgyud
NY0710	dur khrod lha mo rang rgyud
NY0711	khro bo'i rgyal po phyag na rdo rje gsang ba'i rgyud
NY0712	rdo rje khyung gi snying po srog gi rtsa ba'i rgyud
NY0713	rdo rje gtum po sku gsung thugs kyi rgyud me 'od 'bar ba'i mdo
NY0714	'byung po 'dul byed ces bya ba rgyud kyi rgyal po
NY0715	phyag na rdo rje las rgya mthso'i rgyud
NY0716	phyag na rdo rje gtum po khros pa rtsa ba'i rgyud
NY0717	gnod sbyin gyi sde dpon chen po 'phags pa lag na rdo rje gos sngon po can rdo rje rtse mo zhes bya ba'i rgyud kyi rgyal po
NY0718	lag na rdo rje gos sngon can gyi rgyud
NY0719	ae ka dza ti gsang ba spu gri'i man sngag tu bstan pa'i rgyud
NY0720	srid pa'i lha mo dbang byed ma'i rgyud
NY0721	rdo rje khyung nag gsang ba rin po che'i rgyud
NY0722	rdo rje gtum po gsang ba rin po che khyung nag tu sprul pa'i rgyud
NY0723	rdo rje khyung nag gi rgyud yang snying rtsa ba'i man ngag
NY0724	gsang ba don 'dus phyag na rdo rje khyung dang bcas pa'i rgyud
NY0725	rdo rje khyung nag gi rgyud rin po che'i sprul pa
NY0726	rdo rje bya khyung gsang ba rin po che 'khros pa sprul pa'i rgyud
NY0727	gtum po chen po ma rungs pa rdo rje khyung dang bcas pa don 'dus pa gsang ba'i rgyud chen po'i don btus pa
NY0728	gtum po chen po ma rungs pa rdo rje khyung dang bcas pa gsang ba'i rgyud chen po'i don btus pa
NY0729	dpal gnod gnas thugs rje 'byung ba'i rgyud
NY0730	dpal gnod 'dzin gnas kyi sgrub thabs thugs rje 'byung ba'i rgyud
NY0731	gnod sbyin nor bdag gsang ba'i rgyud
NY0732	gnod sbyin a ra tsit ta yon tan bkod pa'i rgyud kyi rgyal po
NY0733	a ra tsa ti gsang ba phyi ma'i rgyud rin po che dngos grub
NY0734	gnod sbyin pa ra tsit ta gsang ba phyi ma'i rgyud
NY0735	a pa ra tsit ta'i rgyud gsang ba phyi ma rin po che
NY0736	gnod sbyin rin po che bzang po nyi zla gsang ba snying po'i rgyud
NY0737	gnod sbyin gzhan gyi mi thub pa srog rtsa mngon du phyung ba zhes bya ba'i rgyud
NY0738	gnod sbyin 'dod pa'i rgyal po khros pa'i rgyud
NY0739	gnod sbyin chen po dngos grub bzang po'i rgyud
NY0740	gnod sbyin gsang ba rin chen thugs kyi rgyud
NY0741	rin po che nor gyi dngos grub khol du phyung ba'i rgyud
NY0742	gnod sbyin chen po ye shes gter gyi rgyud
NY0743	gnod sbyin gyi rgyal po rin chen sbyin rdo rje bdud 'dul gyi gsang ba'i rgyud chen po
NY0744	gnod sbyin zha 'od bdud 'dul gyi rgyud
NY0745	mgon po rdo rje bdud 'dul gyi rgyud
NY0746	gnod sbyin gyi 'jig rten thams cad dbang du sdud pa rin po che dngos grub kyi rgyud
NY0747	gnod sbyin zha 'on bdud 'dul gyi gsang ba rin po che'i rgyud
NY0748	dpal mgon po nag po dug gi spu gri gsang ba'i rgyud
NY0749	dpal nag po chen po drag sngags nag po'i gsang ba'i rgyud
NY0750	mun pa nag po zhes bya ba'i rgyud
NY0751	dpal mgon po gsang ba spu gri phyi ma'i rgyud
NY0752	dpal mgon po nag po dngos grub bstan par gzigs pa man ngag gi rgyud chen po
NY0753	dpal mgon po nag po snying gi dngos grub bstan par gzigs pa'i rgyud
NY0754	dpal mgon po nag po chen po spu gri snying gi 'khor lo gsang ba'i rgyud
NY0755	dpal mgon po nag po gsang ba thugs kyi spu gri'i rgyud
NY0756	dpal nag po chen po khams gsum 'jigs byed kyi rgyud
NY0757	dpal nag po chen po mi'i thod pa zhes bya ba'i rgyud
NY0758	'phags pa spu gri klad gzer nag po dngos grub 'byung ba bka' rgyud
NY0759	nag po chen po sa gyo ba'i rgyud
NY0760	dpal nag po thod pa chen po'i rgyud
NY0761	don yod pa dngos grub brtan par gzigs pa'i rgyud
NY0762	dpal chen po sku gsung thugs kyi sprul pa ye shes kyi mgon po ma ning nag pos dus gsum sangs rgyas kyi 'phrin las mdzad pa'i ma ning las rgyud nag po
NY0763	nag po chen po skye pa'i rgyud
NY0764	dpal lha mo ma mo'i srog tig nag mo khros pa'i rgyud
NY0765	sis bstan pa dpal srog gi 'khor lo'i sdom pa'i rgyud
NY0766	ku ma ra dza sku mngon du dbyung ba ngan sngags kyi rgyud
NY0767	bzang mo stobs kyi srog gi rgyud
NY0768	snying lung chen po'i rgyud
NY0769	ye nyid phyi mo mthar thug gi rgyud
NY0770	rdo rje gtsug lag 'khor lo gsum pa'i rgyud
NY0771	'phags pa rdo rje gtsug lag 'jhor lo'i rgyud
NY0773	khro bo gtsug lag 'khor lo'i rgyud phyi ma
NY0774	pad ma gtsug lag 'khor lo'i rgyud phyi ma
NY0775	rdo rje phur pa gtsug lag 'khor lo'i rgyud
NY0776	gshin rje gtsug lag 'khor lo'i rgyud
NY0777	phyag na rdo rje gtsug lag 'khor lo'i rgyud
NY0778	rdo rje khyung gtsug lag 'khor lo'i rgyud
NY0779	rdo rje gtsug lag 'khor lo'i rgyud phyi ma'i phyi ma
NY0780	rdo rje gtsug lag drag po ngan sngags spu gri 'phreng ba'i 'khor lo'i rgyud
NY0781	rdo rje gtsug lag drag po ngan sngags sdig pa phung byed 'khor lo gsal ba'i rgyud
NY0782	rdo rje gtsug lag drag po ngan sngags dug chu nag po 'khor lo 'dzin pa'i gzer gyi rgyud
NY0783	rdo rje gtsug lag drag po ngan sngags me long rnam par bkod pa 'khor lo gzer gyi rgyud
NY0784	rdo rje gtsug lag ngan sngags rin po che brtsegs pa 'khor lo gzer gyi rgyud
NY0785	rdo rje gstug lag drag po ngan sngags me lce 'khor lo zhes bya ba'i rgyud
NY0786	rdo rje gtsug lag gal mdo 'phreng ba'i rgyud
NY0787	rdo rje gtsug lag drag po ngan sngags gshed chen las rgyal 'khor lo'i rgyud
NY0788	rdo rje gtsug lag drag po ngan sngags zhi bar byed pa bdud rtsi 'byung ba 'khor lo'i rgyud
NY0789	drag po brtsegs pa lung bstan pa'i 'byung po 'dug pa'i bshad rgyud chen po
NY0790	drag po ngan sngags kyi rtsa ba'i rgyud
NY0791	drag po ngan sngags kyi bshad rgyud
NY0792	drag sngags mtshon cha nag po sku'i rgyud
NY0793	ngan sngags gtsug lag gi rgyud
NY0794	drag po ngan sngags bskal pa'i dum bu'i rgyud
NY0795	srog las kyi rgyal bu srog bdag gser gyi ga pur
NY0796	gnod sbyin thams cad kyi rgyal po ha la 'bar b'i snying gsang ba'i rgyud
NY0797	gnod sbyin rdo rje stag mda'i rgyud
NY0798	dge bsnyen dgra gsang nag po'i rgyud
NY0799	mon pa phung byed nor srungs kyi rgyud
NY0800	ging spu gri nag po'i rgyud
NY0801	bdud khros pa thod pa'i 'phreng ba can gsang ba'i rgyud
NY0802	sning zor nag po'i rgyud
NY0803	srog gzer nag po ging gi spu gri 'khrul 'khor nag po'i rgyud
NY0804	spu gri nag po'i rgyud
NY0805	drag po'i sngags rgod chen po zhes bya ba'i rgyud
NY0806	mu stegs kyi drag sngags nag po'i rgyud
NY0807	mu stegs kyi bsad khram chen po zhes bya ba'i rgyud
NY0808	lha ma yin spu gri mtshon cha spu fri ka ma la'i rgyud
NY0809	nag po gsang ba'i rgyud
NY0810	srog bdag gser gyi rta pa'i rgyud
NY0811	dmod pa drag sngags kyi spyi rgyud
NY0812	bal pa tra gsang ba'i rgyud
NY0813	gnod sbyin thams cad kyi spyi tig
NY0814	mchod rten nag po'i rgyud
NY0815	dpal zla gsang nag po rgya mtsho dug ri kha'i gsang rgyud
NY0816	dpal yak sha nag po gsang ba'i dug rgya mtsho dug ri nag po
NY0817	bya khyung glog 'gyu'i las kyi rgyud
NY0818	las rab tu 'byed pa klu'i rgyal po rtog pa'i rgyal po'i rgyud
NY0819	klu dam tshig gi rgyud
NY0820	klu dam tshig gi rgyud phyi ma'i las phyung ba'i ti ka'o
NY0821	klu nag po'i rgyud
NY0822	dam tshig las kyi rgyal po'i rgyud
NY0823	klu'i rgyal po mchod rten gyi rgyud thugs yang dag pa
NY0824	klu'i 'khor lo nag po'i rgyud
NY0825	klu'i 'khor lo nag po 'phrin las thams cad rdzogs
NY0826	klu dang sa bdag thams cad kyi gnyen po
NY0827	klu bdud a par sha'i rgyud
NY0828	klu nag po bsad pa'i man ngag
NY0829	klu'i 'khor lo nag po
NY0830	sa bdag srog gi 'khor lo
NY0831	klu nag po'i rgyud sdig pa phung shig
NY0832	dug sbrul lto dkrug ces bya ba rtog pa
NY0833	lha 'dre stong gi dra ba'i rgyud chen po
NY0834	lha 'dre stong gi dra ba'i rgyud chen po
NY0835	lha 'dre stong gi dra ba'i rgyud chen po
NY0836	be ro'i rgyud 'bum
NY0837	'phags pa 'jam dpal hyi rgyud bzhi'i don gsal bar byed pa'i rgyud
NY0838	'khor lo rdo rje
NY0839	man ngag lung gi rtsa ba lnga
NY0840	rnal 'byor gyi rim pa'i rgyud
NY0841	dam tshig bkod pas gzhi'i rgyud rin po che'i rgyan
NY0842	srog gi chan pa yang ti nag po'i rgyud
NY0843	phyi nang gasng ba gsum gyi yang zhun thig le 'dus pa
NY0844	a ti rdzogs pa chen po'i rgyud
NY0845	a ti spyi spyod kyi rgyud
NY0846	rtsod pa'i 'khor lo'i rgyud
NY0847	byang chub sems skyob pa
NY0848	khregs gcod bsdus pa
NY0849	rdo rje gsang ba chen po'i sku rn po che dbyig gi sgron ma
NY0850	rdo rje bdud rtsi rgyud
NY0850B	rdzogs pa chen po byang chub sems kyi mdzod kyi chos
NY0851	byang chub sems dpa' gsang ba'i theg pa
NY0852	rnal 'byor gsang ba'i tshogs rgyud chen po
NY0853	rol pa chen po thal ba'i rgyud
NY0854	gshegs pa'i snying po'i mdo
NY0855	he ru ka rol pa'i rgyud
NY0856	dpal zla gsang nag po'i rgyud
NY0857	man ngag drag po'i sngags rgod bstan srung spu gri lta bu'i rgyud
NY0858	'phags pa 'jam dpal gshin rje gshed nag po gsang ba drug bcu pa'i rgyud kyi rgyal po
NY0859	rgyud 'bum rin po che'i rtogs brjod
NY0860	rgyud 'bum rtogs brjod 'dzam gling tha grur khyab pa'i rgyan
